,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.054754318738012356,0.5632647244435133,0.10537947513728209,0.21367737357017397,0.16664829287193067,0.041201269545435036,0.07656117488886927,-0.10352700810568098,0.01775931932778884,0.005895997020363434,0.24776329228950592,0.11091815459205276,0.4636046360654988,-0.01023352795993774,0.5365162458677908
1,0.06405372633619767,0.5719885386863968,0.08021699121695565,0.14569413367522857,0.10366589920200413,0.035847611756573784,0.053799511374481815,0.020226499818074558,0.032290774353412835,0.006968911036165455,0.2964310936124516,0.1066438356018449,0.4754724962179726,-0.020345261483712133,0.5467229021683896
2,0.068885011480621,0.5505376901797663,0.09883462344559049,0.13511225480175348,0.11580727551636816,0.0367025126804591,0.04065300480687043,0.19309545531771943,0.04476129061952471,0.007304781576608987,0.30628066029779266,0.0973746589453424,0.465168188072809,-0.02677424795835438,0.5366541511384887
3,0.07554134419780509,0.5575163994316883,0.09127912422128179,0.11317902097241572,0.2737886077470704,0.03373648059715453,0.03380741143500362,0.07580378051974815,0.053072931908335466,0.008504628318687443,0.3080836687222104,0.07838744413765197,0.4724614563872679,-0.024105323049902958,0.5015874767212384
4,0.05143625008116912,0.5615565859377124,0.09446771084495134,0.08575801592141316,0.1451394874321525,0.056076118000862214,0.025519273558312003,0.18531817694781558,0.04849139087069079,0.009111360833741098,0.3231336586929117,0.07300500752499958,0.5113620529079654,-0.00968514990913252,0.48245351046123025
5,0.04497852703139346,0.4751455036401458,0.09575880555486825,0.1660975659124729,0.11149331508376581,0.004186830973666945,0.008433473818386274,0.45602221551581645,0.022995990883489952,0.011412239707483502,0.2671078537457406,0.0461508397040202,0.4824505269841754,-0.0022657693744580244,0.45615858404579257
6,0.05618048837133943,0.547494759316921,0.13605218268795125,0.11168522086840096,0.11915386914360983,0.04721457709647377,0.0066250575909598385,-0.09150242955242437,0.020118177235292887,0.010808268007087587,0.3514858054307833,0.06948360401398679,0.5300001905893933,-0.0016835564655871625,0.4811145089290755
7,0.05079020503803755,0.5576341261467873,0.0926215822606123,0.11480702597139737,0.09294783875075928,0.041487485193424434,0.0052906463581289115,-0.02956645683434773,0.009141906241449376,0.009653279717693761,0.37967000927522604,0.07879095088843481,0.5427100947212535,-0.0009569721132583575,0.4564791281089899
8,0.04114523991762994,0.534367293107447,0.06892261705985048,0.10252456300994243,0.06498170171005659,0.0070745507435948,0.004921804015463328,0.05033018120336173,0.013135833986419381,0.009485021556793505,0.386543904251481,0.08956902069410644,0.5662071115030085,-0.0009085285634470085,0.46084096640276223
9,0.0395873051005554,0.5207253209380749,0.07473372661611259,0.09594846191358973,0.05823901615754785,0.006682472443879536,0.004935724898755145,0.04256428057948234,0.008085880895660195,0.009945847372077847,0.3892878550609424,0.08696518883307909,0.5873089689916579,-0.0006656757611524162,0.45056595817928674
10,0.037191221387122074,0.5126357542549259,0.06927283801736872,0.07605353481630064,0.05691764624448074,0.03761004144611258,0.005691764624448074,0.05028892996451188,0.010955796278519331,0.009858133319065468,0.38404961922931535,0.08773861450887616,0.5952857050267126,-0.0006087298289740846,0.45634219178284324
11,0.03339836215950017,0.48379913185333107,0.057214575191523925,0.05750661204474081,0.0863785021486589,-0.01717630053917152,0.007335711688604502,0.09456245937997323,0.013179334848552255,0.009460669760997912,0.3250376317308499,0.14320740574534252,0.61779813203184,-0.0015397082140090248,0.4831069903984906
12,0.033088775409088195,0.4963452559261972,0.06378510257997576,0.04260206840200034,0.0728318008728717,0.0038522471387094723,0.008515493671456521,0.038446681722196084,0.008961256651674448,0.009225343501346416,0.3004752766928229,0.1346299549457276,0.6065140090887975,-0.002989278898428097,0.5131752776184639
13,0.0337415222599229,0.49683169008814004,0.05159029852785313,0.006770441824632503,0.0849243144965893,0.04592596085541398,0.008508731700328384,0.03392067306307491,0.007644858264074096,0.008327722580392868,0.31418736307247047,0.16334075323001082,0.5916380325249887,-0.005882174245799428,0.5130070007907417
14,0.032445516249185666,0.49443092672266514,0.04148506306649339,0.0024213071827750496,0.07351895710913514,0.004151337189080094,0.008849877753042806,0.09465284063129312,0.0006326088743756803,0.006967095026212281,0.30992731939520635,0.18962467201902802,0.5934744970340785,-0.01128737560193705,0.503882862506705
15,0.029584268405945982,0.49905265884784294,0.040254004552352736,0.013046177379015523,0.06852880534033062,0.003106043406461186,0.008887405221950166,0.01952396001180393,0.004761214559171881,0.007253759641130197,0.2946302140428227,0.19050328901402594,0.5918106565256428,-0.009952535882165553,0.5192320800827425
